기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
마이디어피노키오전 크라우드펀딩,성공,세계적인 작가들을 국내외에서 순회전시 통해 소개함으로써 예술의 대중화를 선도해 왔다. 고급 예술과 기업을 연계하는 작업을 통해 기업 경쟁력을 강화하고 예술가에게 새로운 활력을 불어 넣고 있다. 국내외 유망한 젊은 작가들도 발굴해 전시하고 있으며 예술가나 디자이너와 협력해 아름답고 실용성 있는 제품도 생산하고 있다.,채권,"150,000,000","133,000,000","133,000,000",2020-06-10,기타,89%,95,와디즈파이낸스,1,,,,,,,
비전코퍼레이션,성공,"(주)비전코퍼레이션은 '프라이스홀릭'이라는 브랜드의 리퍼브/재고 제품 전문 매장을 운영합니다. 리퍼브 제품은 소비자의 단순변심 등으로 반품됐거나 매장에 전시됐던 제품, 유통과정에서 살짝 흠집이 난 제품 등을 재손질해 저렴한 가격에 되파는 제품을 뜻합니다.",채권,"120,000,000","123,300,000","120,000,000",2020-06-09,도소매,103%,71,와디즈파이낸스,35,"5,664,321,417","3,631,833,047","2,032,488,370","200,000,000","5,254,243,514","243,979,918","202,597,550"
클린그린,종료,"클린그린은 ""에떼떼""와 ""오호 블라인드""를 만듭니다.
또한, 고객이 화장품 샘플을 먼저 체험해 보고 구매할 수 있는 온라인 플랫폼 ""오호 블라인드(OJO Blind)""를 만듭니다.",주식,"49,995,000","4,999,500",0,2020-06-09,제조,10%,1,와디즈파이낸스,4,"876,496,452","866,442,117","10,054,335","165,886,000","25,204,835","-208,833,351","-139,359,229"
나노게이트,성공,나노게이트는 독자적 기술로 개발한 자성나노박막 기반의 첨단 자기센서로 기존 경쟁 제품대비 월등한 특성과 우수한 가격경쟁력을 갖춘 자기센서의 국산화와 세계시장 진출을 목표로 사업에 박차를 가하고 있습니다.,주식,"499,972,283","531,703,963","499,972,283",2020-06-05,제조,106%,24,크라우디,5,"361,042,572","323,093,632","37,948,940","176,480,000","72,950,000","-87,719,185","-95,554,625"
찬스바이찬,종료,"어플기반의 새로운 O2O플랫폼과 혁신적인 아이디어로

 ""세탁제로라이프""를 꿈꾸는 스타트업",주식,"50,001,600","9,996,800",0,2020-06-04,도소매,20%,17,와디즈파이낸스,6,"271,632,791","406,083,928","-134,451,137","113,300,000","66,459,191","-364,379,454","-367,451,137"
에이아이엠,성공,"산업용 로봇이 다양한 제품을 생산 할 수 있도록 도와주는 비전 카메라 시스템과, 부품 공급 장치를 하고 있습니다.",주식,"49,984,500","59,619,500","49,984,500",2020-06-04,제조,119%,50,와디즈파이낸스,4,"968,488,638","720,286,301","248,202,337","100,000,000","886,559,667","85,342,356","91,595,813"
해리텍스타일,성공,"여성 의류용에 사용되는 원단을 국내에서 생산하여 글로벌 브랜드 및 해외 각국에 수출 하고 있으며, 자사 의류 브랜드를 런칭 운영하고 있습니다.",주식,"50,050,000","41,650,000","41,650,000",2020-06-04,제조,83%,13,와디즈파이낸스,14,"7,163,340,528","4,778,651,376","2,384,689,152","100,000,000","7,168,062,365","150,637,759","36,013,022"
올케어,성공,주식회사 올케어는 오래된 수도배관의 녹물 및 이물질 문제를 배관 세척 및 필터 설치 배관교체등으로 고객들이 안심하고 수도물을 사용할수 있게 시공하는 업체 입니다,주식,"299,700,000","296,955,000","296,955,000",2020-05-28,기타,99%,93,와디즈파이낸스,9,"784,789,026","338,501,797","446,287,229","370,000,000","789,187,764","171,626,469","162,512,600"
지에스티,성공,디지털 사이니지 분야 기술 선도기업,주식,"100,740,000","100,740,000","100,740,000",2020-05-27,IT·영상,100%,55,이안프론티어,32,"4,642,608,487","2,901,745,012","1,740,863,475","150,000,000","3,816,735,781","110,302,132","139,314,224"
웰빙고,성공,"웰빙고(주)는 가정용 현미발아기 및 식품을 제조, 판매하는 기업입니다. 
웰빙시대의 참먹거리인 발아현미를 대중화하여 식생활을 개선하고 모든 사람이 건강한 삶을 유지하는데 큰 도움이 되고자 합니다. ",주식,"57,500,000","51,922,500","51,922,500",2020-05-26,제조,90%,18,와디즈파이낸스,5,"700,026,458","464,542,067","235,484,391","200,000,000","156,116,278","11,425,254","5,119,254"
옻향,종료,주식회사 옻향은 “옻칠 하우징 NO.1 기업” 을 목표로 2013년 7월 설립된 옻칠 융합 제품화 관련 벤처기업입니다.,채권,"50,000,000","12,700,000",0,2020-05-22,제조,25%,14,와디즈파이낸스,11,"2,157,856,799","1,299,641,507","858,215,292","150,000,000","1,310,100,000","113,932,742","49,970,354"
에실드,종료,"에실드는 뷰티뮤즈와의 협업을 통해 소비자의 감성을 디자인한 제품을 개발하는 프리미엄 스킨케어 브랜드로, 뷰티뮤즈의 뷰티라이프스타일 노하우와 화장품 기술력을 접목하여 미적욕구를 충족시켜 최상의 만족감을 제공하는 가치융복합 화장품을 제조, 판매하고 있습니다.",주식,"50,009,200","20,720,000",0,2020-05-21,제조,41%,8,오픈트레이드,3,"153,638,501","93,715,923","59,922,578","280,000,000","194,593,841","2,819,443","2,788,211"
피에스택,종료,"피에스택은 플라스틱의표면처리방법 및 이에 의하여 제조된 표면구조를 가지는 플라스택 소재에 물리
적 증착법이라는 PVD방식을 기술을 가지고 있는 회사입니다.",주식,"299,880,000",0,0,2020-05-21,제조,0%,0,아시아크라우드펀딩,17,"6,291,123,413","5,266,540,646","1,024,582,767","1,180,000,000","704,776,617","93,630,359","29,124,755"
티엘인더스트리,성공,"“더 나은 행복을 향한 믿음”
건강한 제품과 우수한 서비스를 제공함으로써 고객이 가치 있다고 판단하는 기업이 되고자 노력",주식,"50,040,000","41,940,000","41,940,000",2020-05-19,제조,84%,25,와디즈파이낸스,6,"2,034,395,865","964,256,254","1,070,139,611","446,395,000","1,105,611,927","28,405,008","6,999,679"
농업회사법인(주)그린,성공,지속가능한 농업을 실현하기 위한 실내 재배시설을 개발하고 농가운영에 필요한 솔루션으로 진입장벽을 낮춰 농업을 활성화하고 있습니다.,주식,"279,930,000","281,480,000","279,930,000",2020-05-19,기타,101%,159,와디즈파이낸스,9,"1,644,946,940","418,485,814","1,226,461,126","67,790,000","1,920,638,171","1,127,115,831","929,770,707"
브릿지엔터테인먼트,성공,"영화 및 웹드라마 제작, 배급을 하고 있습니다.",채권,"10,500,000","8,730,000","8,730,000",2020-05-14,IT·영상,83%,8,펀딩포유,2,"50,361,912","9,044,040","41,317,872","50,000,000",,"-8,984,040","-8,682,128"
체인파트너스,성공,체인파트너스는 블록체인 및 디지털 자산 관련 사업을 육성하고 투자하는 컴퍼니 빌더입니다.,주식,"350,000,000","317,040,000","317,040,000",2020-05-15,IT·영상,91%,170,크라우디,5,"1,955,003,994","1,537,735,257","417,268,737","16,759,000","32,108,268","-4,393,246,863","-6,550,076,856"
마로로봇테크,성공,로봇의 위치인식 핵심 역량 기술인 카메라 비전 기술과 모션제어 기술을 이용한 물류로봇과 주차로봇 등 산업용 로봇 생산 전문기업,주식,"358,307,180","357,220,028","357,220,028",2020-05-14,제조,100%,219,와디즈파이낸스,9,"1,654,106,556","999,792,533","653,314,023","551,905,000","800,242,248","201,827,433","31,612,752"
덕창산업,종료,국내 유일의 Nylon 용융 기술을 활용하여 폐플라스틱 등 원재료를 가공하여 고순도 Nylon Pellet 및PA Compound를 생산하여 해외 등 수요처에 공급하는 회사입니다.,주식,"100,000,000",0,0,2020-05-14,제조,0%,0,아시아크라우드펀딩,6,"522,526,405","598,265,890","-75,739,485","307,000,000",,"-198,948,264","-198,957,516"
에몰라이즈,종료,에몰라이즈(주) 는 해외여행 속 불편함을 해결하기 위한 서비스를 개발하고 성장하는 기업입니다. 여행을 가서도 보관을 걱정해야하는 불편함들을 해결 하기 위해  에몰라이즈(주)는 어느 곳에 있던지 필요에 따라 충전하여 바로 결제할 수 있는 서비스 페이빌을 개발하게 되었습니다. ,주식,"50,004,000","3,010,500",0,2020-05-09,금융,6%,3,와디즈파이낸스,9,"549,140,138","189,764,695","359,375,443","203,409,000","280,909,087","124,836,028","2,337,413"
에스엠플래닛,성공,"에스엠플래닛은 시각 장애인 전용 스마트폰 런처를 개발,보급하는 인증 사회적기업입니다.",채권,"40,000,000","46,100,000","40,000,000",2020-05-08,도소매,115%,48,와디즈파이낸스,7,"10,229,180","45,110,412","57,118,768","50,000,000","248,931,631","-11,042,021","10,271,004"
러닝랩,성공,"중소형 마트, 슈퍼체인 등 도소매 유통 업체 및 식당, 배달음식전문점 등 우리 주변의 소상공인을 대상으로 하는 생활 유통 O2O 플랫폼을 운영을 하고 있습니다.",주식,"45,000,000","45,450,000","45,000,000",2020-05-09,IT·영상,101%,23,와디즈파이낸스,4,,,,,,,
글로벌콘텐츠플랫폼,종료,"글로벌콘텐츠플랫폼(주)는 디지털 콘텐츠 배급 및 플랫폼 사업과 양질의 콘텐츠 확보를 위한 연극/뮤지컬 제작/투자사업, 공연예술 관련 IT, 유통 등 콘텐츠 전문기업입니다.",채권,"39,000,000","11,000,000",0,2020-05-06,예술·여가,28%,5,오마이컴퍼니,6,"75,861,437","187,436,643","-111,575,206","50,000,000","234,452,174","10,550,074","12,801,343"
올래밥상에프엔비,성공,"제주수산물을 아이템으로한 수산 가공품의 국내유통 , 수출 그리고 “제주생선구이 올래밥상”이라는 외식 프랜차이즈 사업을 주력으로 하고 있으며 해외에도 진출 중입니다.",채권,"50,000,000","47,000,000","47,000,000",2020-05-07,도소매,94%,19,오마이컴퍼니,1,"42,729,000","17,500,000","25,229,000","10,000,000","653,000,000","15,229,000","15,229,000"
리화이트,종료,동네세탁소와 편의점을 연결하는 플랫폼,주식,"30,000,534","8,847,186",0,2020-05-05,IT·영상,29%,9,와디즈파이낸스,6,"141,975,215","1,080,288,624","-938,313,409","620,499,000","184,525,868","-830,511,752","-693,954,038"
한에듀테크,성공,"어학 자격시험(OK-TEST직업한국어능력시험, HSK iBT 중국어평가시험) 운영 및 한·중간 취업교육사업 영위",주식,"50,050,000","55,160,000","50,050,000",2020-05-07,교육,110%,15,와디즈파이낸스,4,"1,235,826,014","115,638,232","1,120,187,782","692,970,000","669,251,051","335,168,924","331,753,617"
코지샵,성공,당사는 커튼 및 블라인드를 개발하여 제조/판매하는 회사입니다. ,채권,"65,000,000","53,800,000","53,800,000",2020-04-29,도소매,83%,39,와디즈파이낸스,10,"2,605,155,970","1,814,265,549","790,890,421","750,000,000","4,020,562,343","276,573,247","191,644,830"
웰드림,종료,"당사는 세상에 없던 컵차(물만부어 바로 마시는 컵차)의 제조 및 판매를 주목적으로 설립했으며, 보다 편리하고 건강에도 좋은 차와 건강식품을 제조.판매할 계획입니다.",주식,"50,000,000",0,0,2020-04-30,제조,0%,0,와디즈파이낸스,6,,,,,,,
영화사길몽,종료,"(주) 영화사 길몽은 롯데시네마,롯데엔터테인먼트의 총괄 본부장으로 재직 했고 국내 청소년 관람 불가 영화중 최다 관객수를 동원한 영화 ""내부자들""을 제작한 이동호 대표가 2016년에 설립한 회사 입니다.",채권,"150,000,000",0,0,2020-04-29,IT·영상,0%,0,아시아크라우드펀딩,4,"522,526,405","598,265,890","-75,739,485","307,000,000",,"-198,948,264","-198,957,516"
에브라임인터내셔널,성공,원목가구와 테이블을 제작 유통 판매 하는 회사이며 공유 경제가 활성화 되는 시장에 맞추어 전통산업 분야인 가구제조업을 IT화 하여 구독서비스를 개발하고 있습니다,주식,"150,000,000","126,360,000","126,360,000",2020-04-24,제조,84%,83,와디즈파이낸스,9,"208,187,007","59,996,192","148,190,815","114,360,810","466,658,031","30,167,227","33,830,005"
알토란벤처스,성공,스타트업 엑셀러레이터 & 경영진 코칭 기업,채권,"54,000,000","50,040,000","50,040,000",2020-04-23,전문기술,93%,15,펀딩포유,5,"3,510,832,118","2,706,223,374","804,608,744","127,375,000","279,702,040","-413,820,886","573,611,614"
핀텔,성공,"핀텔은 과감한 R&D 투자로 자체 핵심 기술을 개발 및 확보하여 생활방범, 생활안전, 교통, 리테일, 시설물 관리 등 다양한 산업 분야에 적용가능합니다. ",주식,"300,000,000","303,900,000","300,000,000",2020-04-24,제조,101%,170,와디즈파이낸스,20,"2,719,283,902","2,234,261,573","485,022,329","631,009,500","3,154,710,367","76,618,358","61,973,197"
명품고택조견당,성공,(주)명품고택조견당은 대한민국 84곳의 명품고택들의 세계화를 위한 첫걸음입니다. 외국인들이 찾고 싶은 대표적인 대한민국의 새로운 숙박 랜드마크가 될 것입니다. 언어가 통하지 않아도 대한민국을 배워갈 수 있는 ‘스마트 문화해설 플랫폼’ 을 구축합니다. ,주식,"50,050,000","40,950,000","40,950,000",2020-04-22,기타,82%,10,와디즈파이낸스,4,,,,,,,
마이크로발전소,종료,마이크로발전소는 언제 어디서나 쉽게 가전제품처럼 태양광의 혜택을 활용할 수 있는 플러그인태양광 발전 시스템을 전문으로 공급하는 회사입니다.,주식,"50,000,000","3,050,000",0,2020-04-21,기타,6%,9,와디즈파이낸스,18,,,,,,,
브랜뉴인터내셔널,성공,"브랜뉴인터내셔널의 대표브랜드 킨즈는 2018년 미국 아마존에서 5점 만점에 4.9점, 2019년 독일디자인대회 스페셜상을 수상하였습니다.",채권,"220,000,000","189,400,000","186,400,000",2020-04-16,제조,86%,87,와디즈파이낸스,3,"1,499,974,031","766,278,775","733,695,256","100,000,000","8,896,978,902","419,574,806","391,845,109"
스타플레이스이엔티,성공,스타플레이스이엔티는 뉴미디어의 시대로 변화되고 있는 환경에서미래형 디지털 컨텐츠를 기획하고 제작하는 회사입니다. ,주식,"50,010,000","55,560,000","50,010,000",2020-04-17,기타,111%,34,와디즈파이낸스,10,"257,852,106","256,338,196","1,513,910","100,000,000","117,802,714","-126,738,908","-94,568,747"
나인벨류,종료,동대문 통합 온라인 오픈마켓 플랫폼 (주)나인벨류입니다. 동대문 패션 유통사들을 통합하여 온라인 판매 사업자에게 상품정보 물류 서비스를 제공하고자 합니다. ,주식,"30,019,500","7,969,500",0,2020-04-17,IT·영상,27%,5,와디즈파이낸스,8,,,,,,,
비투비조인코리아,종료,"(주)비투비조인코리아는 B2B 소싱을 위한 기본정보를 제공하는 B2B플랫폼입니다. 제조업 및 제조관련 기업의 회사소개서를 포함한 생산제품, 기업규모, 담당자 정보, 종업원수, 매출규모 등의 정보를 플랫폼에서 제공하고 있습니다.",주식,"30,080,000",0,0,2020-04-17,IT·영상,0%,0,와디즈파이낸스,4,"61,036,428","24,758,800","36,277,628","50,000,000","660,000","660,000","-13,722,372"
복지유니온,성공,"고령친화식품 개발 및 보급
연하도움식, 저염국, 점도조절식품 등
식사서비스 제공
요양원 부분위탁급식, 재가 어르신 배달급식, 식재료유통
",주식,"49,590,000","46,740,000","46,740,000",2020-04-17,교육,94%,16,와디즈파이낸스,37,"790,535,347","1,881,216,784","-1,090,681,437","70,000,000","5,394,977,277","460,710,057","-690,935,129"
오토싱,종료,㈜오토싱은 지난 2014년 업계 최초로 한번 충전으로 50분을 사용 할수 있는 양방향 자동물걸레,주식,"300,000,000","150,450,000",0,2020-04-14,제조,50%,4,아시아크라우드펀딩,18,"6,109,020,879","4,756,914,954","1,352,105,925","500,000,000","14,048,523,526","444,919,566","352,081,722"
베른,성공,"에이스캠퍼(주)는 RV(레저자동차)제조 기술력을 인정받아 중국에서 기술료를 받고 합자회사를 설립 하였으며, RV[캠핑카]를 공유하여  캠핑카 있는 사람도 없는 사람도 RV를 활용한 레저를 쉽게 접하고 즐길수 있도록 RV레저 생태계를 구축합니다.  ",주식,"200,000,500","173,232,500","173,232,500",2020-04-11,제조,87%,64,와디즈파이낸스,26,"3,841,381,338","3,231,799,917","609,581,421","310,000,000","3,536,164,729","-95,014,438","-142,197,977"
올핀,성공,"올핀은 데이터 Biz 기반 데이터 가공 전문 컨설팅 기업입이다.
올핀은 대표자의 17년 경험을 바탕으로 ‘데이터 기반의 Business’를 목표로 데이터 컨설팅하는 기업으로, 현재 패션유통, VR/메타버스, 반려동물/식품 분야의 컨설팅을 진행하고 있습니다.",주식,"50,008,000","49,756,000","49,756,000",2020-04-10,IT·영상,99%,12,크라우디,7,"206,467,748","205,262,200","1,205,548","58,600,000","68,190,000","-56,727,790","2,080,193"
에너윈코리아,성공,SAWT 저풍속 고효율 혁신 풍력발전 특호기술을 적용한 풍력발전기를 상용화하여 소형은 가정용 또는 기타용도 중대형은 대규모 발전사업이나 개발 연구과제 심사 진행중임.,주식,"130,000,000","110,682,000","110,682,000",2020-04-09,제조,85%,59,와디즈파이낸스,4,"892,701,671","847,714,541","44,987,130","545,782,500",,"-162,713,415","-181,872,901"
아뮤즈에프엔비,종료,"전문 제빵 프랜차이즈 브랜드부터, 제과 유통/물류까지! 
함께하는 더 큰 도약, 아뮤즈에프엔비 주식회사 입니다.",주식,"100,016,000",0,0,2020-04-09,제조,0%,0,오픈트레이드,1,"60,000,000","40,000,000","100,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
