기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
제주맥주,성공,"제주맥주는 한국 크래프트 맥주의 선구자가 되어 맥주 미식 문화를 창조하고자 합니다. 좋은 맥주, 맥주를 즐기는 문화를 만들고 양조장에서 맥주의 탄생을 오감으로 즐기는 경험을 제공하고 있습니다.",주식,"700,000,000","744,625,000","700,000,000",2017-09-05,제조,106%,474,크라우디,43,"23,405,090,496","9,457,021,280","13,948,069,216","9,167,415,000",,"-960,440,210","-1,268,374,027"
베이비플러스,성공,"가족 구성원들이 뿔뿔이 흩어져 살아가는 생활 속에서, 함께하는 그 시간이 행복 할 수 있도록 가족을 위한 콘텐츠를 개발합니다. ‘아빠놀이 백과사전’과 ‘아빠놀이카드 어플’을 출시했으며, 아빠와 가족을 위한 상품을 지속적으로 연구/개발하여 보급하고 있다.",주식,"40,000,000","35,500,000","35,500,000",2017-09-02,전문기술,89%,21,와디즈파이낸스,6,"71,322,586","204,949,710","-133,627,124","1,000,000",,,"-48,626,967"
세상을바꾸는시간15분,성공,세바시는 900명이 넘는 강연자 네트워크와 1천 편 이상의 강연 영상 콘텐츠를 보유한 대한민국 대표 강연 콘텐츠 브랜드입니다. 세바시는 또한 총 100만명 이상의 구독자를 보유한 소셜 미디어와 동영상 채널을 운영하고 있습니다.,주식,"300,000,000","332,800,000","300,000,000",2017-09-02,교육,111%,292,와디즈파이낸스,5,,,,,,,
나눔터,종료,"기존의 기능성신발의 문제점을 해결하기 위해 개발 되었다. 간접 생산 방식이 아닌 직접 생산 방식 으로 전국 120여 대리점과 홈플러스, 병원, 약국, 등 공급할 예정이며 cj홈쇼핑과의 교류중이며 수출 준비중입니다",채권,"50,000,000","3,700,000",0,2017-09-01,제조,7%,6,와디즈파이낸스,5,"643,522,607","405,306,025","238,216,582","155,000,000","527,255,172","46,513,861","36,087,842"
시정,성공,인공지능 시정계 개발,주식,"20,000,000","20,000,000","20,000,000",2017-09-02,제조,100%,1,와디즈파이낸스,2,"182,005,498","102,275,000","80,000,000","80,000,000","4,509,092","-23,911","-269,502"
폴리사이언텍,성공,㈜폴리사이언텍 ？ Non-PVC PO 수액세트 및 TPU 바닥재 제조업,주식,"399,960,000","399,906,000","399,906,000",2017-09-01,기타,100%,81,이안프론티어,20,"4,693,021,823","5,191,688,527","-165,034,512","924,242,000","3,142,944,006","-973,515,066","-1,190,620,832"
그린나래미디어,성공,매년 세계 영화 산업에서 주목 받는 우수한 영화들을 국내에 수입 배급하는 배급사로 작품성 뿐 아니라 흥행성까지 겸비한 특색 있는 영화들을 국내 관객들에게 소개하며 한국 영화 시장의 다양성 형성에 이바지 하고 있다.,채권,"250,000,000","204,400,000","204,400,000",2017-08-31,IT·영상,82%,246,와디즈파이낸스,7,"2,497,683,646","2,000,358,703","497,324,943","100,000,000","2,695,842,660","203,978,473","115,809,038"
디랩,성공,소프트웨어 교육을 통한 창업가 경험’이라는 교육 철학으로 아이들이 소프트웨어를 통해 무언가를 만들고 창조하면서 배울 수 있는 교육을 하고 있습니다. 오프라인 교육으로 시작하여 온라인 교육으로 교육을 확장하고 있습니다. ,주식,"499,993,600","536,448,000","499,993,600",2017-08-31,교육,107%,213,와디즈파이낸스,15,"300,647,499","115,058,455","185,589,044","100,000,000","416,057,148","-10,874,224","85,589,044"
이에이스,종료,LPG 자동차 연료 자동 주입기로 안전성과 편의성을 향상한 충전 시스템 입니다.,주식,"99,951,880","3,954,440",0,2017-08-30,제조,4%,2,오픈트레이드,4,"873,685,856","403,426,483","470,259,373","110,000,000","852,038,773","342,873,768","337,653,397"
요기보코리아,성공,"2009년 미국 동부 뉴 햄프셔에서 런칭한 요기보는 현재 일본, 캐나다, 호주, 덴마크 등지에서 소비자들과 만나고 있습니다.하나의 빈백이 의자, 리클라이너, 침대가 되는, 나와 가족을 위한 힐링 아이템입니다.",채권,"200,000,000","259,400,000","200,000,000",2017-08-25,제조,130%,178,와디즈파이낸스,3,"197,569,082","107,998,752","89,570,330","100,000,000","168,493,249","9,212,366","9,110,291"
위비페퍼민트문화콘텐츠,성공,"영화 ""브이아이피"" 투자를 위한 크라우드펀딩",채권,"50,000,000","50,000,000","50,000,000",2017-08-24,금융,100%,39,우리종합금융,1,,,,,,,
인포카,성공,"인포카는 차량데이터분석 전문기업으로, OBD2기반 차량 진단·관리 모바일앱 분야 국내1위기업이며, 현재 350만 다운로드를 달성하고 있습니다.",주식,"100,100,000","101,200,000","100,100,000",2017-08-23,제조,101%,10,유진투자증권,8,"279,032,516","302,325,823","-23,293,307","50,000,000","300,000","-69,211,526","-73,293,307"
네오팝,종료,세계최초로 반려동물 LED인식표를 개발한 주식회사 네오팝입니다,주식,"49,986,450",0,0,2017-08-18,도소매,0%,0,오픈트레이드,6,"787,040,512","697,101,180","89,939,332","205,805,000","110,612,304","300,235,525","230,264,174"
시민에너지,성공,"풍력발전사업, 태양광발전사업을 추진하고 있으며 이를 위하여 현재 경북 군위군과 울진군에 인허가 절차 진행 중에 있습니다.",주식,"500,000,000","499,840,000","499,840,000",2017-08-11,기타,100%,428,와디즈파이낸스,1,,,,,,,
리움,성공,"사회적기업 주식회사 리움은 아동, 노인, 재활용과 관련한 사회적인 문제를 소셜 아이디어 및 디자인 제품, 서비스 등을 통해 해결해 나가려 노력하는 기업입니다.",채권,"50,000,000","50,000,000","50,000,000",2017-08-10,제조,100%,2,오마이컴퍼니,10,"1,529,456,740","1,277,539,436","251,917,304","186,000,000","1,403,121,481","-135,115,461","44,014,794"
삼십구도씨,성공,"삼십구도씨가 개발한 릴레이는 여러 대의 스마트 폰을 WiFi 기반의 무선 기술을 활용 해 기기간 직접 연결하여 멀티 카메라 라이브 스트리밍을 할 수 있도록 한 것이 특징으로, 누구든지 손가락 터치 몇 번만으로 손쉽게 다양한 앵글을 연출할 수 있다는 점이 최대의 장점입니다.",주식,"119,000,000","106,470,000","106,470,000",2017-08-10,IT·영상,89%,6,크라우디,3,"48,571,539","99,602,239","-51,030,700","11,000,000","500,000","-169,832,111","-34,340,914"
엠에이치소프트,성공,"모바일 SNG 게임을 개발하고 있습니다. 2016년 G-star에 참여하여 해외 퍼블리셔로부터 좋은 반응을 얻었으며, 이를 계기로 2017년 5월 EST games와 글로벌 퍼블리싱 계약을 체결하였습니다. 2018년 상반기 글로벌 런칭을 계획하고 있습니다.",채권,"150,000,000","155,900,000","150,000,000",2017-08-09,IT·영상,104%,200,와디즈파이낸스,1,"9,169,163","824,469","8,344,694","100,000","210,000,000","8,244,694","8,244,694"
아이언가이즈,성공,"""글로벌 NO.1 K-FOOD 브랜드 빌더""
(주)아이언가이즈는 ‘글로벌 K-FOOD 리딩 브랜드 빌더’ 라는 슬로건을 가진 글로벌 종합 F&B 기업입니다.",채권,"200,000,000","248,000,000","200,000,000",2017-08-04,도소매,124%,245,와디즈파이낸스,3,,,,,,,
에버온,종료,에버온은 100% 전기차 카셰어링 서비스와 충전기 설치 및 운영 서비스를 수행하고 있습니다.,주식,"299,200,000","47,844,800",0,2017-08-03,기타,16%,27,와디즈파이낸스,8,"4,686,614,324","3,803,078,329","883,535,995","4,000,000,000","2,652,972,807","-774,967,349","-853,043,049"
나도사장님,종료,"창업할땐, 나도사장님.",주식,"150,000,000",0,0,2017-08-03,도소매,0%,0,KTB투자증권,6,"533,718,408","1,542,850,341","-1,009,131,933","320,602,500","219,517,164","-1,892,979,218","-1,920,959,818"
밤치기크라우드펀딩,종료,영화 ‘밤치기’제작비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"20,000,000","5,500,000",0,2017-08-02,IT·영상,28%,27,와디즈파이낸스,2,,,,,,,
아이큐엠씨,종료,창조적인 IT기술의 활용으로 고객의 성과창출에 도움이 되도록 지속적으로 노력하는 회사,주식,"150,000,000",0,0,2017-08-03,IT·영상,0%,0,KTB투자증권,15,"2,278,685,100","2,464,339,063","-185,653,963","559,000,000","762,997,600","-464,159,370","-579,880,121"
소프트웨어인라이프,종료,"(주)소프트웨어인라이프는 국내 기업용 클라우드 서비스 시장에서 가장 앞서 나가고 있으며, 주력 서비스로는 Docswave와 Bizwave가 있습니다. ",주식,"200,010,000","14,452,050",0,2017-07-29,IT·영상,7%,15,와디즈파이낸스,12,"674,887,731","500,677,082","174,210,649","335,958,000","99,911,776","-329,550,655","-324,283,331"
보그전시프로젝트,성공,"스페인 황금세기의 회화부터 네덜란드의 초상화까지, 18세기 영국의 단체 초상화뿐만아니라 실내복 차람의 여인을 담은 풍속화,인상파를 연상시키는 작품까지 예술사에 있어 상징적인 명화를 유명 사진작가들의 사진을 통해 만나게 됩니다.",채권,"100,000,000","164,000,000","100,000,000",2017-07-26,기타,164%,169,와디즈파이낸스,9,,,,,,,
아이리시스,성공,"㈜아이리시스는 12년 2월에 설립한 기업으로, 생체인식기술 특히 홍채,안면인식기술을 전문으로 개발하는 회사입니다
FIDO 국제인증을 획득한 자체 개발 생체 인식 기술을 다양한 어플리케이션에 접목시킴으로써 일상생활에서 누구나 쉽게 안전하고 생체 인식 제품을 경험할 수 있도록 생체 인식 기술 상용화에 힘쓰고 있는 기업입니다.",주식,"300,000,000","304,170,000","300,000,000",2017-07-27,제조,101%,24,키움증권,41,"6,204,981,468","2,335,022,104","3,869,959,364","2,000,000,000","2,638,689,254","-13,156,104","50,028,051"
나폴레옹크라우드펀딩,성공,나폴레옹크라우드펀딩은 크라우드 펀딩을 통해 자금을 모집하여 뮤지컬<나폴레옹>에 투자하고자 하는 1회성 특수목적회사입니다.,채권,"200,000,000","162,200,000","162,200,000",2017-07-26,예술·여가,81%,41,유진투자증권,2,,,,,,,
제이앤씨미디어그룹,성공,"(주)제이앤씨미디어그룹은 영화수입 및 배급, 콘텐츠를 공급하는 회사입니다 ",채권,"150,000,000","138,300,000","138,300,000",2017-07-26,IT·영상,92%,110,오픈트레이드,1,"65,142,940","51,944,713","13,198,227","5,000,000","2,257,743,323","9,201,578","8,198,227"
본다빈치,종료,컨버전스 아트 : 기존 미디어를 전시했던 수준을 넘어 명화 원작에 영상기술을 덧입혀 재해석한 2차 창작물이다. 평면에 머무르는 그림이나 글이 아니라 오감으로 체험할 수 있는 새로운 컨텐츠 개척,채권,"400,000,000","12,000,000",0,2017-07-26,예술·여가,3%,14,코리아에셋투자증권,23,"4,617,771,322","279,970,837","1,824,800,485","1,485,595,000","6,481,362,665","533,210,259","212,719,100"
달꿈,성공,"달꿈은 청년들이 교육자원으로 참여하는 직업멘토링, 진로캠프, 직업체험 등 다양한 진로 교육을 진행하고, 포천시 진로직업체험센터와 같은 공공교육기관을 위탁운영중에 있는 대한민국 공교육 진로멘토링 업계 1위 기업입니다.",주식,"154,000,000","148,260,000","148,260,000",2017-07-22,교육,96%,45,펀딩포유,12,"354,638,519","231,096,115","123,542,404","200,000,000","1,087,529,553","60,328,295","60,328,295"
허닭,종료,"온 가족이 믿고 먹을 수 있는 바른 먹거리, 허경환의 허닭입니다.",채권,"50,000,000","13,000,000",0,2017-07-19,제조,26%,8,펀딩포유,10,"2,768,655,264","1,914,020,619","854,634,645","430,000,000","3,117,431,850","115,916,666","83,539,780"
에이원엔터테인먼트,성공,주로 해외 영화를 수입 및 배급하는 업을 주로 하고 있습니다. ,채권,"50,000,000","53,200,000","50,000,000",2017-07-17,IT·영상,106%,96,와디즈파이낸스,1,"958,236,959","829,752,293","128,484,666","1,000,000","658,107,595","101,147,014","116,651,547"
제이제이엔지니어링,종료,차세대 고성능 건식 바닥시스템을 선도하는 JJ엔지니어링,주식,"300,000,000","500,000",0,2017-07-13,도소매,0%,1,IBK투자증권,11,"224,438,918","21,660,511","202,778,407","300,000,000","12,125,000","-99,288,611","-97,221,593"
페인트팜,성공,"스크린페인트를 개발, 제조, 유통하여 빔프로젝터로 만드는 영상을 보다 선명하게 다양한 장소에 투사할 수 있도록 만들고 있습니다. 프로젝터의 설계, 설치, 인터렉션센서의 접목, 콘텐츠 개발을 통한 고객 맞춤형 서비스로 스크린페인트의 활용 범위를 다양화하고 있습니다.",주식,"180,000,000","180,000,000","180,000,000",2017-07-13,제조,100%,25,크라우디,5,"392,799,496","311,371,634","81,427,862","100,000,000","254,703,372","-114,684,326","-7,569,179"
메타뷰,성공,"보안기능의 라벨, TAX 스템프 및 이력추적라벨 생산",주식,"500,000,000","524,357,500","500,000,000",2017-07-13,제조,105%,66,IBK투자증권,10,"886,942,748","787,602,092","99,340,656","617,490,000","39,480,000","-371,858,933","-378,331,039"
알피,성공,-,주식,"298,000,000","313,700,000","298,000,000",2017-07-13,제조,105%,81,크라우디,15,"1,965,766,236","1,510,406,035","455,360,201","355,100,000","1,071,336,825","31,472,553","-8,594,761"
펫프렌즈,성공,"반려동물 관리사 1급을 보유한 전문가들이 고객 반려동물의 품종/상태/기호에 따른 차별화된 24시간 1:1 맞춤형 큐레이팅과 함께 반려동물 사료, 간식, 용품을 배송해주는 서비스를 제공하고 있습니다.",주식,"210,000,000","210,000,000","210,000,000",2017-07-12,도소매,100%,11,크라우디,7,"289,751,117","384,089,529","-94,338,412","340,000,000","25,434,491","-376,884,442","-378,043,076"
에이티에이엠,성공,㈜에이티에이엠은 “초단위”로 실시간 시청률을 확인할 수 있는 인터넷 환경 기반으로 실시간 시청률을 제공하고 있습니다.,주식,"50,000,000","41,050,000","41,050,000",2017-07-12,전문기술,82%,17,와디즈파이낸스,5,"39,343,295","485,487,675","-446,144,380","100,000,000","165,600,000","397,783,729","405,882,584"
테이스터스,성공,"수제버거 전문점을 운영하는 디자이너와 펀드매니저, 공인회계사가 함께 모여 만든 회사 ‘TASTERS’는 글로벌 시장을 겨냥한 국내 토종 F&B 회사입니다.",채권,"110,720,000","182,080,000","110,720,000",2017-07-10,기타,164%,68,오마이컴퍼니,50,"3,275,420,638","1,065,553,227","2,209,867,411","502,515,000","1,736,206,902","342,818,836","238,187,679"
피트인글로벌,성공,당사는  광고공유를 위한 플렛폼을 개발하고 있습니다.,주식,"20,040,000","20,280,000","20,040,000",2017-07-11,IT·영상,101%,24,와디즈파이낸스,1,"220,084","855,260","-635,176","5,000,000",,"-5,635,660","-5,635,176"
테일러콘텐츠,성공,"영화, 드라마의 데이터를 구축하고 콘텐츠를 제작",주식,"199,995,000","200,490,000","199,995,000",2017-07-11,IT·영상,100%,11,크라우디,4,,,,,,,
엔브로스,성공,"캐리와장난감친구들 IP를 통해 '캐리해피하우스' 모바일게임을 서비스 했으며, 현재는 일본, 중국에서 모바일게임 사업을 진행하고 있습니다.",주식,"20,002,500","21,015,000","20,002,500",2017-07-11,기타,105%,26,크라우디,14,"729,665,594","708,036,988","21,628,606","200,000,000",,"-335,465,817","-76,397,875"
더핏불,종료,(주)더핏불은 오랜 경력의 전문성을 가진 전문 트레이너가 설립한 신개념 피트니스 공간을 운영하는 기업이며. 건강한 먹거리 더비프를 런칭합니다.,채권,"300,000,000","3,000,000",0,2017-07-06,예술·여가,1%,2,오마이컴퍼니,14,"425,832,433","698,372,523","-272,540,090","2,000,000","123,590,760","-273,143,012","-274,540,090"
오쎄인,성공,"생체재료공학을 이용한 인공뼈, IT 기술 융합 의료장비 등의 관련 연구개발 및 제조업을 하는 기업",주식,"199,999,800","229,952,250","199,999,800",2017-07-06,제조,115%,164,와디즈파이낸스,7,,,,,,,
인포카,성공,"인포카는 차량데이터분석 전문기업으로, OBD2기반 차량 진단·관리 모바일앱 분야 국내1위기업이며, 현재 350만 다운로드를 달성하고 있습니다.",주식,"100,080,000","100,080,000","100,080,000",2017-07-06,제조,100%,8,유진투자증권,8,"279,032,516","302,325,823","-23,293,307","50,000,000","300,000","-69,211,526","-73,293,307"
세진플러스,성공,"(주)세진플러스는 봉제분야 OEM, ODM 사업 및 폐섬유 활용, 섬유패널 생산을 통해 양질의 장애인 일자리를 창출하고자 노력하는 사회적기업입니다",채권,"80,000,000","88,064,000","80,000,000",2017-06-30,제조,110%,10,오마이컴퍼니,24,"797,532,496","567,639,707","229,892,789","101,000,000","575,338,591","54,351,574","9,654,042"
리움,종료,"사회적기업 주식회사 리움은 아동, 노인, 재활용과 관련한 사회적인 문제를 소셜 아이디어 및 디자인 제품, 서비스 등을 통해 해결해 나가려 노력하는 기업입니다.",채권,"100,000,000","35,000,000",0,2017-06-30,제조,35%,1,오마이컴퍼니,10,"1,529,456,740","1,277,539,436","251,917,304","186,000,000","1,403,121,481","-135,115,461","44,014,794"
상상우리,성공,상상우리는 중장년의 경험과 노하우가 퇴직 이후에도 활용될 수 있도록 인생2막 교육과 사회적기업 창업 및 취업 서비스를 제공합니다.,채권,"20,000,000","20,200,000","20,000,000",2017-06-30,전문기술,101%,11,오마이컴퍼니,7,"390,087,115","314,515,580","75,571,535","80,000,000","490,303,809","7,002,389","1,229,519"
일러스트넷,성공,"주식회사 일러스트넷은 일러스트레이션의 상업적 중개와 교육목적의 보드게임 및 그에 연계된 온라인 게임의 개발 컨설팅, 자체 상용화를 주요사업으로 하고 있습니다. ",채권,"20,000,000","23,000,000","20,000,000",2017-06-30,교육,115%,8,오마이컴퍼니,4,"54,505,059","34,343,435","20,161,624","20,000,000","27,889,000","156,786","161,624"
두리함께,성공,두리함께는 “세상 모든 여행은 모든 이에게 평등하다”는 슬로건 아래 차별 없는 여행을 꿈꾸며 무장애 여행의 기준을 만들어 가고 있습니다.,채권,"100,000,000","103,800,000","100,000,000",2017-06-30,기타,104%,10,오마이컴퍼니,7,"279,293,938","59,139,990","220,153,948","150,000,000","416,457,264","2,537,252","56,306,923"
비알인포텍,성공,"당사는 정보통신공사업, CCTV제조업, 경비 및 청소 용역, 친환경 사무용 파일 제조 및 판매업체로서 장애인(취약계층)에게 지속적인 일자리를 제공함으로써 사회적 가치 실현을 목표로 함",채권,"50,000,000","50,000,000","50,000,000",2017-06-30,제조,100%,7,오마이컴퍼니,33,"823,626,794","611,562,657","212,064,137","150,500,000","1,202,910,799","27,536,116","30,084,260"
쿱커피랩,종료,"(주)쿱커피랩은 커피 제조기술을 통해 취약계층 자립기반 조성 및 일자리를 창출하는 기업이며, 공정무역을 결합한 사회적경제 활성화를 소셜미션으로 두고 있습니다. ",주식,"50,000,000",0,0,2017-07-01,제조,0%,0,오마이컴퍼니,5,"252,140,275","187,081,348","65,058,927","50,000,000","326,530,753","5,526,410","5,759,985"
로컬캠퍼스,성공,㈜티스퀘어는 2021년 공유오피스 ‘0.9M’ 사업과 커뮤니티 ‘시공간’ 사업을 영위했습니다. 공유오피스 ‘0.9M’는 코로나에도 불구하고 부산의 중심 서면에서 2개호점을 성공적으로 운영하고 있습니다.,주식,"300,080,000","244,530,000","244,530,000",2017-07-01,IT·영상,81%,37,오픈트레이드,13,"1,186,609,039","1,094,609,703","91,999,336","133,750,000","56,227,260","-218,555,991","-211,676,622"
녹색친구들,성공,"녹색친구들은 지속가능한 친환경 도시공동체와 주거복지 실현이라는 소셜미션을 가지고 '사회주택', '도시재생', '커뮤니티' 분야에서 사회혁신 솔루션을 만드는 소셜디벨로퍼 입니다.",채권,"80,000,000","66,000,000","66,000,000",2017-06-30,기타,83%,12,오마이컴퍼니,6,"1,282,576,820","1,506,643,500","-224,066,680","50,000,000","1,000,000","-266,055,093","-265,080,690"
세븐브로이맥주,성공,"세븐브로이맥주는 일반 맥주제조 면허를 가지고, 생맥주와 병,캔맥주를 생산 유통하는 회사. 특색있고 다양한 수제맥주를 생산하는 업체입니다.",채권,"100,000,000","243,600,000","100,000,000",2017-06-28,제조,244%,223,와디즈파이낸스,28,"6,724,135,285","4,794,703,281","1,929,432,004","1,125,000,000","1,347,706,861","9,354,166","-99,154,888"
에코파이코텍,종료,"주식회사 에코파이코텍은 물 속에 사는 광합성 미생물(일명미세조류, 예: 클로렐라, 스피루리나, 헤마토코크스 등)을 바이오 소재로 개발하여 화장품, 건강식음료, 등을 생산하는 바이오 벤처기업",주식,"301,000,000",0,0,2017-06-29,제조,0%,0,코리아에셋투자증권,3,"1,422,920,256","599,946,085","822,974,171","350,000,000","342,216,998","82,124,644","63,039,794"
오리지날스푼,성공,"㈜오리지날 스푼은 외식 프랜차이즈 및 직영점 운영을 주요 비즈니스 모델로 하고 있습니다.
가성비를 앞세운 중저가 패밀리레스토랑인 ""스푼더마켓""을 주요 브랜드로 샤브샤브&샐러드바를 제공하는 브랜드입니다.",채권,"50,000,000","55,500,000","50,000,000",2017-06-27,기타,111%,49,와디즈파이낸스,35,"2,353,825,746","2,001,323,784","352,501,962","100,000,000","7,918,929,648","78,397,624","75,377,049"
이카플러그,종료,전기차 충전기 제조 및 판매,주식,"150,000,000","200,000",0,2017-06-21,제조,0%,2,우리종합금융,12,"1,561,246,976","548,684,451","1,012,562,525","900,000,000","416,334,534","176,630,834","23,384,603"
농업회사법인 바닮,종료,"농업회사법인 바닮㈜는 지역 내 유무형 자원을 발굴, 융합하여 새로원 상품을 개발하고 지역의 속식을 전달해 주는 매니져를 양성하여 동농간의 메신저 역할을 대행하는 지역사회공현형 예비사회적기업 입니다.",채권,"50,000,000",0,0,2017-06-21,제조,0%,0,오마이컴퍼니,5,"222,102,021","186,834,916","35,267,105","50,000,000","215,499,136","5,541,773","2,204,218"
아트임팩트,성공,"아트임팩트는 오프라인과 온라인 간 연계를 통해 신진디자이너, 아티스트, 사회적기업가의 제품을 글로벌 시장으로 소개하고 제안하는 큐레이션 플랫폼입니다.",채권,"20,000,000","20,000,000","20,000,000",2017-06-21,도소매,100%,14,오마이컴퍼니,7,"77,708,034","26,574,538","51,133,496","50,000,000","104,523,889","-47,747,139","1,133,496"
알라딘그룹,성공,"㈜알라딘그룹은 콘텐츠웨이브 주식회사 서비스인 웨이브에서 제공받은 TV 서비스를 우노큐브 및 호매틱스 박스에 탑재하여  실시간 라이브 TV와 넷플릭스, 디즈티플러스 등 다양한 OTT 서비스를 이용할 수 있는 스마트TV 기기를 유통한다. ",주식,"40,000,000","39,848,000","39,848,000",2017-06-21,도소매,100%,51,와디즈파이낸스,3,"300,678,338","252,826,506","47,851,832","250,000,000","405,273,691","-159,125,218","-159,147,187"
스타픽스,종료,스타픽스는 사용자가 좋아하는 스타의 사진을 이용해 맞춤형 굿즈(Goods)를 주문할 수 있는 앱입니다. ,주식,"30,000,000",0,0,2017-06-21,도소매,0%,0,와디즈파이낸스,4,"15,000,000","39,352,387","-21,910,114","20,200,000",,"-63,213,373","-61,910,114"
두비파트너스,종료,"픽슈(fixou)는 소비자에게는 시간절약, 가성비를 고려한 합리적인 소비, 체력 및 건강에 유의하며 쇼핑할 수 있도록 해줄 것입니다. ",주식,"49,994,000","350,000",0,2017-06-21,도소매,1%,1,와디즈파이낸스,5,"206,420,868","256,264,728","-49,843,860","63,500,000","54,276,670","-176,333,084","-181,089,719"
마이다스쇼킹페스티발,종료,마이다스쇼킹아시아페스티발 인 서울,채권,"300,000,000","36,300,000",0,2017-06-19,예술·여가,12%,77,와디즈파이낸스,2,,,,,,,
앙스모멍에프앤비,성공,"프렌치 베이스에 퓨전 다이닝 제공, 레스토랑",채권,"140,000,000","141,200,000","140,000,000",2017-06-19,기타,101%,123,와디즈파이낸스,6,"399,807,989","848,053,771","-448,245,782","1,000,000","525,909,810","-393,682,958","-393,217,606"
아가월드,성공,글로벌 에듀테인먼트 회사,주식,"499,999,500","407,248,200","407,248,200",2017-06-17,도소매,81%,58,이안프론티어,26,"5,202,961,028","3,318,641,061","1,884,319,967","700,000,000","6,890,196,142","169,556,301","193,203,416"
에이원엔터테인먼트,성공,주로 해외 영화를 수입 및 배급하는 업을 주로 하고 있습니다. ,채권,"300,000,000","320,100,000","300,000,000",2017-06-15,IT·영상,107%,397,와디즈파이낸스,1,"958,236,959","829,752,293","128,484,666","1,000,000","658,107,595","101,147,014","116,651,547"
쇼럽,성공,전자 상거래 쇼핑 플랫폼,주식,"100,000,000","100,000,000","100,000,000",2017-06-16,도소매,100%,18,크라우디,5,,,,,,,
애버드,성공,애버드는 절전 조명을 위하여 끊임없이 디밍 기술을 개발하고 최고의 경제성을 가진 제품을 보유한 회사입니다. ,채권,"100,000,000","86,000,000","86,000,000",2017-06-13,제조,86%,3,유진투자증권,22,"4,028,946,918","1,400,310,370","2,628,636,548","2,750,000,000","823,159,836","31,836,832","21,622,568"
푸드앤테이블,성공,"주식회사 푸드앤테이블은 지난 20년간 외식 경영 컨설팅을 통해 쌓은 노하우와 농사
재배기술을 기반으로 다양한 콘텐츠를 융합하여 새로운 패러다임의 서비스를 제공
하는 식품·외식전문 기업입니다.",주식,"20,000,000","16,000,000","16,000,000",2017-06-14,전문기술,80%,7,크라우디,2,"39,167,566","185,772,948","-146,605,382","30,000,000","7,912,042","-151,800,357","-150,805,995"
아이비케이에스문화컨텐츠투자크라우드펀딩4호,성공,문화컨텐츠투자크라우드펀딩,채권,"300,000,000","304,800,000","300,000,000",2017-06-13,금융,102%,53,IBK투자증권,2,,,,,,,
와플,종료,"저희는 OS/Embedded processor를 이용한 IoT 솔루션 제작 업체이며, 
최근 출시한 제품으로는 스마트플러그 및 게이트웨이 통합 제품인 WyPLUG가 있습니다.",주식,"99,919,050",0,0,2017-06-13,제조,0%,0,오픈트레이드,4,"249,434,898","359,347,272","-109,912,374","251,000,000","97,539,194","-151,390,359","-145,937,618"
위드어스,종료,그린에너지로 더불어 사는 세상에 기여하고자 합니다.,주식,"50,000,000","2,200,000",0,2017-06-13,제조,4%,2,오픈트레이드,3,,,,,,,
에이프럴스튜디오,종료,"고객 간 경험 공유 쇼핑 서비스 ‘셀럽에이드’를 개발, 서비스 하는 (주)에이프럴스튜디오 입니다. ",주식,"50,000,000","2,550,000",0,2017-06-09,IT·영상,5%,5,와디즈파이낸스,5,,,,,,,
영화노무현입니다,성공,영화 '노무현입니다’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"200,000,000","476,300,000","200,000,000",2017-06-05,IT·영상,238%,491,와디즈파이낸스,1,,,,,,,
씨티아이코리아,성공,정밀측정분야의 축적된 기술을 바탕으로 전기자동차(EV)/수소전지차(FCEV) 관련 솔루션 개발을 하고 있습니다.,주식,"299,988,000","302,904,550","299,988,000",2017-06-05,제조,101%,92,IBK투자증권,7,"2,063,778,462","1,225,934,044","837,844,418","150,000,000","2,124,095,463","918,285","65,663,525"
스마트골프,성공,㈜스마트골프는 10년여에 걸쳐 개발한 스크린골프 시스템의 판매를 통해 타석스크린 골프 및 휘트니스 시장 업계에서 상위권을 선점하고 있습니다.,주식,"200,043,750","202,593,750","200,043,750",2017-06-02,제조,101%,92,와디즈파이낸스,9,"1,959,931,243","1,432,897,295","527,033,948","500,000,000","1,032,634,216","17,018,125","3,555,553"
중독노래방,성공,영화 '중독노래방’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"50,000,000","44,700,000","44,700,000",2017-05-31,IT·영상,89%,49,와디즈파이낸스,1,,,,,,,
케이제이게임즈,성공,"당사는 모바일게임개발 및 서비스하는 업체로서
2019년 01월 모바일게임“십이지천m”을 개발하여 현재 ‘엔토리“를 통하여 서비스 하고 있습니다. ",채권,"100,000,000","103,300,000","100,000,000",2017-05-29,IT·영상,103%,70,와디즈파이낸스,18,"785,381,422","377,738,838","407,642,584","200,000,000","456,823,469","61,163,266","54,095,519"
스프링사운드페어2017,종료,2017년 5월 26일부터 28일까지 3일간 진행되는 K-Rock Festival의 주관사입니다. ,채권,"100,000,000","7,800,000",0,2017-05-26,예술·여가,8%,9,와디즈파이낸스,2,,,,,,,
